Mpio;Género;Edad;Educ;Cqt_bm;Problema;Gestión_Harry_González_Gestionpp;Gestion_Edwin_Valdéz_Gestionpp;Gestión_Álvaro_Pacheco_Gestionpp;GestiónAndrés_Perdomo_Gestión;Votopartd;Gob_vota;Gob_nuna_vota
PUERTO RICO;Masculino;35-44;Secundaria;Mal Camino;Corrupción;Desaprueba;Desaprueba;Desaprueba;;Partido Conservador;Ns/Nr;Ns/Nr
EL DONCELLO;Femenino;45-54;Primaria;Mal Camino;Corrupción;Aprueba;Ns/Nr;Aprueba;;Partido Liberal;Oscar Conde Ortiz;Ns/Nr
EL DONCELLO;Femenino;18-24;Secundaria;Ns / Nr;Desempleo;Ns/Nr;Aprueba;Aprueba;;Ns / Nr;Ns/Nr;Ns/Nr
EL DONCELLO;Femenino;35-44;Universidad;Buen Camino;Desempleo;Aprueba;Aprueba;Aprueba;;Partido de la U;César Augusto Torres Ríos;Luz Mila Cicery Ortiz
SAN JOSE DEL FRAGUA;Femenino;Mayor de 55;Secundaria;Buen Camino;Deforestación;Aprueba;Aprueba;Ns/Nr;;Centro Democrático;Arnulfo Gasca Trujillo;Argenis Garavito Arévalo
SAN JOSE DEL FRAGUA;Masculino;45-54;Universidad;Mal Camino;Desempleo;Desaprueba;Desaprueba;Desaprueba;;Partido Conservador;César Augusto Torres Ríos;Arnulfo Gasca Trujillo
EL DONCELLO;Femenino;25-34;Primaria;Ns / Nr;Guerrilla;Ns/Nr;Ns/Nr;Ns/Nr;;Ns / Nr;Ns/Nr;Ns/Nr
SAN VICENTE DEL CAGUAN;Femenino;25-34;Universidad;Mal Camino;Inseguridad;Ns/Nr;Desaprueba;Aprueba;;Ns / Nr;Ns/Nr;Ns/Nr
PUERTO RICO;Femenino;25-34;Secundaria;Mal Camino;Desempleo;Desaprueba;Ns/Nr;Aprueba;;Partido Liberal;César Augusto Torres Ríos;Arnulfo Gasca Trujillo
SAN VICENTE DEL CAGUAN;Masculino;45-54;Secundaria;Mal Camino;Corrupción;Desaprueba;Ns/Nr;Desaprueba;;Partido Liberal;James Urrego Carvajal;Luz Mila Cicery Ortiz
SOLITA;Femenino;18-24;Tecnología;Mal Camino;Desempleo;Ns/Nr;Ns/Nr;Aprueba;;Ns / Nr;Luis Antonio Ruiz Cicery;Luz Mila Cicery Ortiz
SAN JOSE DEL FRAGUA;Femenino;45-54;Secundaria;Mal Camino;Desempleo;Desaprueba;Desaprueba;Aprueba;;Alianza Social Independiente - ASI;Luis Antonio Ruiz Cicery;Arnulfo Gasca Trujillo
PUERTO RICO;Femenino;Mayor de 55;Primaria;Mal Camino;Inseguridad;Desaprueba;Aprueba;Desaprueba;;Partido Liberal;Ns/Nr;Ns/Nr
SOLITA;Femenino;25-34;Secundaria;Buen Camino;Corrupción;Desaprueba;Desaprueba;Aprueba;;Ns / Nr;César Augusto Torres Ríos;Arnulfo Gasca Trujillo
EL DONCELLO;Masculino;35-44;Primaria;Mal Camino;Inseguridad;Desaprueba;Aprueba;Desaprueba;;Ns / Nr;Arnulfo Gasca Trujillo;Diego Ramírez Osorio
PUERTO RICO;Masculino;Mayor de 55;Primaria;Mal Camino;Desempleo;Ns/Nr;Ns/Nr;Ns/Nr;;Ns / Nr;Ns/Nr;Ns/Nr
PUERTO RICO;Masculino;Mayor de 55;Primaria;Mal Camino;Deforestación;Ns/Nr;Ns/Nr;Ns/Nr;;Partido Liberal;Ns/Nr;Ns/Nr
EL DONCELLO;Masculino;25-34;Secundaria;Buen Camino;Corrupción;Ns/Nr;Ns/Nr;Ns/Nr;;Ns / Nr;Luz Mila Cicery Ortiz;Diego Ramírez Osorio
EL DONCELLO;Femenino;45-54;Universidad;Buen Camino;Corrupción;Desaprueba;Ns/Nr;Aprueba;;Partido Liberal;Arnulfo Gasca Trujillo;Ns/Nr
PUERTO RICO;Masculino;45-54;Primaria;Mal Camino;Narcotráfico;Desaprueba;Desaprueba;Ns/Nr;;Centro Democrático;Ns/Nr;Ns/Nr
SAN JOSE DEL FRAGUA;Masculino;45-54;Primaria;Mal Camino;Corrupción;Desaprueba;Desaprueba;Aprueba;;Partido Conservador;Ns/Nr;Ns/Nr
PUERTO RICO;Femenino;35-44;Primaria;Mal Camino;Desempleo;Aprueba;Ns/Nr;Aprueba;;Centro Democrático;Arnulfo Gasca Trujillo;César Augusto Torres Ríos
SAN JOSE DEL FRAGUA;Femenino;35-44;Primaria;Buen Camino;Desempleo;Ns/Nr;Ns/Nr;Ns/Nr;;Partido Conservador;Arnulfo Gasca Trujillo;Ns/Nr
SAN VICENTE DEL CAGUAN;Masculino;45-54;Primaria;Buen Camino;Explotación petrolera;Ns/Nr;Ns/Nr;Ns/Nr;;Centro Democrático;Arnulfo Gasca Trujillo;Ns/Nr
SAN JOSE DEL FRAGUA;Femenino;45-54;Secundaria;Mal Camino;Desempleo;Ns/Nr;Ns/Nr;Ns/Nr;;MAIZ;Luis Antonio Ruiz Cicery;Arnulfo Gasca Trujillo
SAN VICENTE DEL CAGUAN;Femenino;18-24;Secundaria;Mal Camino;Educación;Ns/Nr;Desaprueba;Desaprueba;;Ns / Nr;Luis Antonio Ruiz Cicery;Arnulfo Gasca Trujillo
EL DONCELLO;Masculino;35-44;Tecnología;Buen Camino;Narcotráfico;Aprueba;Ns/Nr;Aprueba;;Partido Liberal;César Augusto Torres Ríos;Arnulfo Gasca Trujillo
SAN VICENTE DEL CAGUAN;Femenino;35-44;Secundaria;Mal Camino;Corrupción;Ns/Nr;Ns/Nr;Aprueba;;Partido Liberal;Ns/Nr;Ns/Nr
EL DONCELLO;Masculino;35-44;Secundaria;Mal Camino;Inseguridad;Aprueba;Desaprueba;Desaprueba;;Partido de la U;Arnulfo Gasca Trujillo;Luis Francisco Ruíz Aguilar
PUERTO RICO;Femenino;45-54;Secundaria;Buen Camino;Deforestación;Aprueba;Ns/Nr;Aprueba;;Partido Liberal;Oscar Raúl Rojas;Ns/Nr
PUERTO RICO;Masculino;Mayor de 55;Primaria;Mal Camino;Desempleo;Desaprueba;Desaprueba;Desaprueba;;Partido de la U;Ns/Nr;Ns/Nr
SAN JOSE DEL FRAGUA;Femenino;45-54;Tecnología;Buen Camino;Desempleo;Aprueba;Desaprueba;Aprueba;;Partido Conservador;Luis Francisco Ruíz Aguilar;Argenis Garavito Arévalo
SAN VICENTE DEL CAGUAN;Masculino;18-24;Secundaria;Mal Camino;Corrupción;Ns/Nr;Aprueba;Aprueba;;Ns / Nr;Ns/Nr;Ns/Nr
PUERTO RICO;Femenino;35-44;Primaria;Mal Camino;Desempleo;Ns/Nr;Ns/Nr;Aprueba;;Partido Liberal;Ns/Nr;Ns/Nr
SAN JOSE DEL FRAGUA;Femenino;35-44;Secundaria;Buen Camino;Corrupción;Aprueba;Desaprueba;Desaprueba;;Partido Conservador;Arnulfo Gasca Trujillo;Oscar Conde Ortiz
EL DONCELLO;Femenino;25-34;Universidad;Buen Camino;Inseguridad;Aprueba;Ns/Nr;Aprueba;;Partido Liberal;Arnulfo Gasca Trujillo;Argenis Garavito Arévalo
SAN VICENTE DEL CAGUAN;Femenino;18-24;Primaria;Buen Camino;Inseguridad;Ns/Nr;Ns/Nr;Ns/Nr;;Ns / Nr;Ns/Nr;Ns/Nr
SAN JOSE DEL FRAGUA;Femenino;18-24;Secundaria;Mal Camino;Deforestación;Aprueba;Desaprueba;Aprueba;;Centro Democrático;Arnulfo Gasca Trujillo;Diego Ramírez Osorio
EL DONCELLO;Masculino;35-44;Tecnología;Buen Camino;Deforestación;Aprueba;Desaprueba;Aprueba;;Centro Democrático;César Augusto Torres Ríos;Ns/Nr
PUERTO RICO;Femenino;35-44;Secundaria;Mal Camino;Desempleo;Ns/Nr;Ns/Nr;Ns/Nr;;Ns / Nr;Ns/Nr;Ns/Nr
SAN JOSE DEL FRAGUA;Femenino;35-44;Primaria;Ns / Nr;Desempleo;Aprueba;Ns/Nr;Ns/Nr;;Partido Conservador;Ns/Nr;Ns/Nr
SAN JOSE DEL FRAGUA;Masculino;18-24;Universidad;Mal Camino;Deforestación;Aprueba;Aprueba;Aprueba;;Partido Liberal;César Augusto Torres Ríos;Oscar Raúl Rojas
EL DONCELLO;Masculino;35-44;Universidad;Buen Camino;Salud;Aprueba;Ns/Nr;Aprueba;;Alianza Verde;César Augusto Torres Ríos;Diego Ramírez Osorio
SAN JOSE DEL FRAGUA;Femenino;25-34;Secundaria;Buen Camino;Minería;Aprueba;Aprueba;Aprueba;;Partido Liberal;Arnulfo Gasca Trujillo;Ns/Nr
PUERTO RICO;Masculino;Mayor de 55;Primaria;Mal Camino;Inseguridad;Ns/Nr;Ns/Nr;Ns/Nr;;Partido de la U;Ns/Nr;Ns/Nr
PUERTO RICO;Femenino;18-24;Secundaria;Mal Camino;Desempleo;Ns/Nr;Desaprueba;Aprueba;;Partido Liberal;Ns/Nr;Ns/Nr
EL DONCELLO;Femenino;25-34;Primaria;Buen Camino;Desempleo;Ns/Nr;Ns/Nr;Ns/Nr;;Partido Liberal;Ns/Nr;Ns/Nr
SAN JOSE DEL FRAGUA;Femenino;25-34;Secundaria;Buen Camino;Malla vial;Aprueba;Desaprueba;Aprueba;;Partido Liberal;Oscar Raúl Rojas;Argenis Garavito Arévalo
SAN VICENTE DEL CAGUAN;Masculino;35-44;Secundaria;Buen Camino;Desempleo;Aprueba;Aprueba;Aprueba;;Centro Democrático;César Augusto Torres Ríos;Arnulfo Gasca Trujillo
PUERTO RICO;Femenino;25-34;Secundaria;Mal Camino;Desempleo;Desaprueba;Desaprueba;Aprueba;;Centro Democrático;Ns/Nr;Ns/Nr
EL DONCELLO;Masculino;35-44;Secundaria;Buen Camino;Desempleo;Aprueba;Aprueba;Aprueba;;Partido Liberal;César Augusto Torres Ríos;Arnulfo Gasca Trujillo
SAN VICENTE DEL CAGUAN;Femenino;45-54;Secundaria;Ns / Nr;Explotación petrolera;Ns/Nr;Desaprueba;Desaprueba;;Partido Liberal;James Urrego Carvajal;Oscar Raúl Rojas
SAN JOSE DEL FRAGUA;Masculino;18-24;Primaria;Mal Camino;Deforestación;Aprueba;Aprueba;Desaprueba;;Cambio Radical;Arnulfo Gasca Trujillo;Oscar Raúl Rojas
EL DONCELLO;Masculino;45-54;Universidad;Buen Camino;Inseguridad;Aprueba;Aprueba;Aprueba;;Cambio Radical;César Augusto Torres Ríos;James Urrego Carvajal
SAN JOSE DEL FRAGUA;Femenino;45-54;Primaria;Mal Camino;Desempleo;Aprueba;Desaprueba;Desaprueba;;Centro Democrático;Luis Antonio Ruiz Cicery;Arnulfo Gasca Trujillo
EL DONCELLO;Femenino;35-44;Primaria;Mal Camino;Corrupción;Ns/Nr;Ns/Nr;Ns/Nr;;Ns / Nr;Ns/Nr;Ns/Nr
EL DONCELLO;Femenino;18-24;Secundaria;Ns / Nr;Guerrilla;Ns/Nr;Ns/Nr;Ns/Nr;;Alianza Verde;Ns/Nr;Ns/Nr
PUERTO RICO;Femenino;Mayor de 55;Primaria;Mal Camino;Salud;Desaprueba;Ns/Nr;Aprueba;;Partido Liberal;Ns/Nr;Ns/Nr
SAN VICENTE DEL CAGUAN;Femenino;45-54;Primaria;Mal Camino;Desempleo;Ns/Nr;Ns/Nr;Aprueba;;Partido Liberal;Ns/Nr;Ns/Nr
PUERTO RICO;Femenino;35-44;Secundaria;Mal Camino;Desempleo;Aprueba;Desaprueba;Aprueba;;Cambio Radical;Ns/Nr;Ns/Nr
SAN JOSE DEL FRAGUA;Femenino;18-24;Secundaria;Buen Camino;Desempleo;Aprueba;Aprueba;Aprueba;;Partido Liberal;César Augusto Torres Ríos;Oscar Raúl Rojas
PUERTO RICO;Masculino;35-44;Primaria;Mal Camino;Desempleo;Ns/Nr;Ns/Nr;Ns/Nr;;Ns / Nr;Ns/Nr;Ns/Nr
SOLITA;Masculino;45-54;Posgrado;Mal Camino;Corrupción;Desaprueba;Desaprueba;Desaprueba;;Partido Liberal;Ns/Nr;Luis Antonio Ruiz Cicery
EL DONCELLO;Femenino;35-44;Secundaria;Mal Camino;Desempleo;Ns/Nr;Desaprueba;Aprueba;;Ns / Nr;Arnulfo Gasca Trujillo;Oscar Conde Ortiz
EL DONCELLO;Masculino;25-34;Tecnología;Buen Camino;Desempleo;Aprueba;Desaprueba;Aprueba;;Partido Liberal;César Augusto Torres Ríos;Luz Mila Cicery Ortiz
SAN JOSE DEL FRAGUA;Masculino;35-44;Tecnología;Mal Camino;Desempleo;Desaprueba;Desaprueba;Desaprueba;;Partido Liberal;Oscar Conde Ortiz;Diego Ramírez Osorio
SAN JOSE DEL FRAGUA;Masculino;Mayor de 55;Primaria;Buen Camino;Guerrilla;Ns/Nr;Ns/Nr;Aprueba;;Partido Conservador;Ns/Nr;Ns/Nr
SAN JOSE DEL FRAGUA;Masculino;45-54;Secundaria;Mal Camino;Narcotráfico;Aprueba;Desaprueba;Aprueba;;Partido de la U;Arnulfo Gasca Trujillo;Argenis Garavito Arévalo
SAN VICENTE DEL CAGUAN;Masculino;45-54;Primaria;Mal Camino;Inseguridad;Ns/Nr;Ns/Nr;Aprueba;;Ns / Nr;Ns/Nr;Ns/Nr
EL DONCELLO;Masculino;45-54;Primaria;Mal Camino;Salud;Aprueba;Ns/Nr;Ns/Nr;;Ns / Nr;Ns/Nr;Ns/Nr
SAN VICENTE DEL CAGUAN;Masculino;45-54;Primaria;Buen Camino;Corrupción;Aprueba;Aprueba;Aprueba;;Ns / Nr;Luis Francisco Ruíz Aguilar;Ns/Nr
SAN VICENTE DEL CAGUAN;Femenino;25-34;Secundaria;Mal Camino;Salud;Aprueba;Aprueba;Aprueba;;Ns / Nr;Ns/Nr;Ns/Nr
SAN VICENTE DEL CAGUAN;Femenino;Mayor de 55;Primaria;Mal Camino;Corrupción;Aprueba;Ns/Nr;Desaprueba;;Partido Conservador;Luis Antonio Ruiz Cicery;César Augusto Torres Ríos
SAN JOSE DEL FRAGUA;Femenino;35-44;Secundaria;Mal Camino;Desempleo;Aprueba;Desaprueba;Ns/Nr;;Alianza Social Independiente - ASI;Luis Antonio Ruiz Cicery;Arnulfo Gasca Trujillo
EL DONCELLO;Femenino;Mayor de 55;Universidad;Mal Camino;Corrupción;Ns/Nr;Ns/Nr;Aprueba;;Partido Liberal;César Augusto Torres Ríos;Ns/Nr
EL DONCELLO;Femenino;25-34;Universidad;Ns / Nr;Desempleo;Ns/Nr;Ns/Nr;Aprueba;;Ns / Nr;Luz Mila Cicery Ortiz;Oscar Raúl Rojas
PUERTO RICO;Femenino;25-34;Secundaria;Mal Camino;Desempleo;Aprueba;Desaprueba;Aprueba;;Partido Liberal;Ns/Nr;Ns/Nr
SAN JOSE DEL FRAGUA;Femenino;35-44;Primaria;Buen Camino;Desempleo;Aprueba;Desaprueba;Desaprueba;;Partido Conservador;Arnulfo Gasca Trujillo;Luz Mila Cicery Ortiz
SAN VICENTE DEL CAGUAN;Masculino;Mayor de 55;Primaria;Mal Camino;Salud;Aprueba;Aprueba;Aprueba;;Ns / Nr;Ns/Nr;Ns/Nr
SOLITA;Masculino;35-44;Universidad;Buen Camino;Corrupción;Aprueba;Ns/Nr;Aprueba;;Partido Liberal;Oscar Raúl Rojas;Luis Antonio Ruiz Cicery
SAN JOSE DEL FRAGUA;Femenino;45-54;Secundaria;Buen Camino;Corrupción;Aprueba;Ns/Nr;Aprueba;;Partido Liberal;César Augusto Torres Ríos;Ns/Nr
SAN VICENTE DEL CAGUAN;Masculino;35-44;Primaria;Mal Camino;Inseguridad;Ns/Nr;Ns/Nr;Ns/Nr;;Partido Liberal;Ns/Nr;Ns/Nr
SOLITA;Masculino;35-44;Secundaria;Buen Camino;Corrupción;Aprueba;Aprueba;Aprueba;;Partido Liberal;Luis Francisco Ruíz Aguilar;Arnulfo Gasca Trujillo
EL DONCELLO;Femenino;45-54;Tecnología;Buen Camino;Inseguridad;Desaprueba;Ns/Nr;Desaprueba;;Partido Liberal;César Augusto Torres Ríos;Arnulfo Gasca Trujillo
SAN VICENTE DEL CAGUAN;Masculino;25-34;Secundaria;Mal Camino;Deforestación;Aprueba;Aprueba;Ns/Nr;;Mira;Ns/Nr;Ns/Nr
SAN VICENTE DEL CAGUAN;Femenino;18-24;Secundaria;Mal Camino;Desempleo;Ns/Nr;Ns/Nr;Ns/Nr;;Ns / Nr;César Augusto Torres Ríos;Ns/Nr
SAN JOSE DEL FRAGUA;Masculino;25-34;Primaria;Mal Camino;Malla vial;Desaprueba;Desaprueba;Aprueba;;Partido Conservador;Arnulfo Gasca Trujillo;Oscar Raúl Rojas
SOLITA;Femenino;25-34;Secundaria;Buen Camino;Desempleo;Aprueba;Aprueba;Aprueba;;Ns / Nr;James Urrego Carvajal;Oscar Conde Ortiz
SAN JOSE DEL FRAGUA;Masculino;18-24;Primaria;Buen Camino;Desempleo;Aprueba;Desaprueba;Aprueba;;Mira;Arnulfo Gasca Trujillo;Oscar Conde Ortiz
SAN VICENTE DEL CAGUAN;Masculino;45-54;Primaria;Mal Camino;Explotación petrolera;Desaprueba;Desaprueba;Desaprueba;;Ns / Nr;Ns/Nr;Ns/Nr
SAN VICENTE DEL CAGUAN;Masculino;25-34;Secundaria;Buen Camino;Desempleo;Ns/Nr;Ns/Nr;Aprueba;;Ns / Nr;Ns/Nr;Ns/Nr
SOLITA;Masculino;35-44;Secundaria;Mal Camino;Corrupción;Desaprueba;Desaprueba;Desaprueba;;Ns / Nr;Oscar Raúl Rojas;Luis Antonio Ruiz Cicery
EL DONCELLO;Femenino;25-34;Tecnología;Buen Camino;Desempleo;Aprueba;Desaprueba;Aprueba;;Partido Liberal;César Augusto Torres Ríos;Oscar Raúl Rojas
SAN JOSE DEL FRAGUA;Masculino;25-34;Secundaria;Ns / Nr;Desempleo;Ns/Nr;Ns/Nr;Aprueba;;Alianza Social Independiente - ASI;César Augusto Torres Ríos;Arnulfo Gasca Trujillo
EL DONCELLO;Femenino;18-24;Secundaria;Buen Camino;Corrupción;Ns/Nr;Ns/Nr;Ns/Nr;;Partido Liberal;César Augusto Torres Ríos;Luis Francisco Ruíz Aguilar
SAN JOSE DEL FRAGUA;Femenino;Mayor de 55;Primaria;Mal Camino;Narcotráfico;Ns/Nr;Ns/Nr;Aprueba;;Partido Conservador;Ns/Nr;Ns/Nr
SAN JOSE DEL FRAGUA;Femenino;45-54;Primaria;Mal Camino;Desempleo;Ns/Nr;Ns/Nr;Aprueba;;Alianza Social Independiente - ASI;Luis Antonio Ruiz Cicery;Arnulfo Gasca Trujillo
EL DONCELLO;Masculino;35-44;Universidad;Buen Camino;Salud;Aprueba;Aprueba;Aprueba;;Partido Liberal;César Augusto Torres Ríos;Oscar Raúl Rojas
SAN VICENTE DEL CAGUAN;Masculino;45-54;Primaria;Mal Camino;Deforestación;Desaprueba;Desaprueba;Desaprueba;;Ns / Nr;Ns/Nr;Ns/Nr
SAN JOSE DEL FRAGUA;Masculino;45-54;Secundaria;Buen Camino;Inseguridad;Ns/Nr;Ns/Nr;Desaprueba;;Ns / Nr;Ns/Nr;Ns/Nr
SAN VICENTE DEL CAGUAN;Masculino;35-44;Secundaria;Buen Camino;Desempleo;Ns/Nr;Ns/Nr;Ns/Nr;;Ns / Nr;Ns/Nr;Ns/Nr
EL DONCELLO;Masculino;Mayor de 55;Secundaria;Mal Camino;Desempleo;Desaprueba;Desaprueba;Desaprueba;;Ns / Nr;Oscar Conde Ortiz;Ns/Nr
SAN VICENTE DEL CAGUAN;Masculino;35-44;Secundaria;Ns / Nr;Inseguridad;Ns/Nr;Ns/Nr;Ns/Nr;;Ns / Nr;Ns/Nr;Ns/Nr
EL DONCELLO;Femenino;35-44;Universidad;Ns / Nr;Deforestación;Aprueba;Aprueba;Aprueba;;Partido Liberal;César Augusto Torres Ríos;Oscar Conde Ortiz
SAN JOSE DEL FRAGUA;Femenino;45-54;Secundaria;Mal Camino;Deforestación;Desaprueba;Ns/Nr;Aprueba;;Partido Liberal;César Augusto Torres Ríos;Oscar Raúl Rojas
SAN JOSE DEL FRAGUA;Femenino;45-54;Primaria;Buen Camino;Desempleo;Aprueba;Ns/Nr;Aprueba;;Partido Conservador;Ns/Nr;Ns/Nr
SAN JOSE DEL FRAGUA;Femenino;Mayor de 55;Primaria;Mal Camino;Desempleo;Aprueba;Ns/Nr;Aprueba;;Partido Liberal;César Augusto Torres Ríos;Arnulfo Gasca Trujillo
EL DONCELLO;Masculino;Mayor de 55;Primaria;Ns / Nr;Desempleo;Ns/Nr;Ns/Nr;Ns/Nr;;Alianza Verde;César Augusto Torres Ríos;Ns/Nr
SAN VICENTE DEL CAGUAN;Masculino;45-54;Primaria;Buen Camino;Explotación petrolera;Desaprueba;Desaprueba;Aprueba;;Centro Democrático;Luis Francisco Ruíz Aguilar;Arnulfo Gasca Trujillo
SAN VICENTE DEL CAGUAN;Femenino;25-34;Secundaria;Mal Camino;Desempleo;Ns/Nr;Ns/Nr;Ns/Nr;;Ns / Nr;Ns/Nr;Ns/Nr
SAN VICENTE DEL CAGUAN;Masculino;18-24;Secundaria;Mal Camino;Vivienda;Desaprueba;Desaprueba;Desaprueba;;Ns / Nr;Ns/Nr;Luis Antonio Ruiz Cicery
SAN VICENTE DEL CAGUAN;Femenino;18-24;Secundaria;Mal Camino;Desempleo;Ns/Nr;Ns/Nr;Ns/Nr;;Ns / Nr;César Augusto Torres Ríos;Ns/Nr
SAN JOSE DEL FRAGUA;Masculino;Mayor de 55;Primaria;Buen Camino;Minería;Ns/Nr;Ns/Nr;Aprueba;;Ns / Nr;Arnulfo Gasca Trujillo;Ns/Nr
SAN VICENTE DEL CAGUAN;Femenino;35-44;Primaria;Mal Camino;Corrupción;Desaprueba;Aprueba;Desaprueba;;Centro Democrático;Arnulfo Gasca Trujillo;Ns/Nr
SAN VICENTE DEL CAGUAN;Masculino;45-54;Primaria;Buen Camino;Corrupción;Aprueba;Aprueba;Aprueba;;Centro Democrático;César Augusto Torres Ríos;Ns/Nr
SAN JOSE DEL FRAGUA;Masculino;35-44;Primaria;Mal Camino;Desempleo;Aprueba;Ns/Nr;Aprueba;;Partido Liberal;Ns/Nr;Arnulfo Gasca Trujillo
SAN VICENTE DEL CAGUAN;Femenino;45-54;Secundaria;Mal Camino;Deforestación;Ns/Nr;Ns/Nr;Desaprueba;;Cambio Radical;Arnulfo Gasca Trujillo;Ns/Nr
SAN VICENTE DEL CAGUAN;Masculino;25-34;Secundaria;Ns / Nr;Corrupción;Ns/Nr;Ns/Nr;Ns/Nr;;Ns / Nr;Ns/Nr;Ns/Nr
SAN VICENTE DEL CAGUAN;Femenino;35-44;Secundaria;Mal Camino;Corrupción;Ns/Nr;Ns/Nr;Ns/Nr;;Ns / Nr;Ns/Nr;Ns/Nr
SAN VICENTE DEL CAGUAN;Masculino;35-44;Secundaria;Buen Camino;Corrupción;Aprueba;Aprueba;Aprueba;;Partido Liberal;César Augusto Torres Ríos;Luis Antonio Ruiz Cicery
SAN VICENTE DEL CAGUAN;Femenino;25-34;Secundaria;Buen Camino;Inseguridad;Ns/Nr;Ns/Nr;Ns/Nr;;Mira;Ns/Nr;Ns/Nr
SAN VICENTE DEL CAGUAN;Masculino;25-34;Secundaria;Mal Camino;Desempleo;Ns/Nr;Ns/Nr;Ns/Nr;;Centro Democrático;Ns/Nr;Ns/Nr
SAN VICENTE DEL CAGUAN;Femenino;18-24;Secundaria;Buen Camino;Deforestación;Ns/Nr;Ns/Nr;Aprueba;;Ns / Nr;Ns/Nr;Ns/Nr
SAN VICENTE DEL CAGUAN;Masculino;35-44;Tecnología;Mal Camino;Desempleo;Ns/Nr;Ns/Nr;Desaprueba;;Ns / Nr;Ns/Nr;Ns/Nr
SAN VICENTE DEL CAGUAN;Masculino;18-24;Secundaria;Buen Camino;Corrupción;Ns/Nr;Ns/Nr;Aprueba;;Ns / Nr;Ns/Nr;Ns/Nr
SAN VICENTE DEL CAGUAN;Masculino;18-24;Secundaria;Mal Camino;Inseguridad;Ns/Nr;Ns/Nr;Desaprueba;;Ns / Nr;Ns/Nr;Ns/Nr
SAN VICENTE DEL CAGUAN;Femenino;18-24;Tecnología;Buen Camino;Malla vial;Aprueba;Ns/Nr;Aprueba;;Ns / Nr;César Augusto Torres Ríos;Luis Antonio Ruiz Cicery
SAN VICENTE DEL CAGUAN;Femenino;18-24;Primaria;Buen Camino;Corrupción;Ns/Nr;Ns/Nr;Aprueba;;Mira;Ns/Nr;Ns/Nr
SAN VICENTE DEL CAGUAN;Femenino;Mayor de 55;Primaria;Buen Camino;Corrupción;Aprueba;Aprueba;Aprueba;;Partido Conservador;Arnulfo Gasca Trujillo;Ns/Nr
SAN VICENTE DEL CAGUAN;Masculino;Mayor de 55;Secundaria;Mal Camino;Inseguridad;Aprueba;Aprueba;Aprueba;;Ns / Nr;Luz Mila Cicery Ortiz;Ns/Nr
SAN VICENTE DEL CAGUAN;Masculino;35-44;Secundaria;Buen Camino;Vivienda;Aprueba;Desaprueba;Aprueba;;Alianza Social Independiente - ASI;Luis Antonio Ruiz Cicery;Argenis Garavito Arévalo
BELEN DE LOS ANDAQUIES;Femenino;25-34;Secundaria;Buen Camino;Deforestación;Ns/Nr;Ns/Nr;Aprueba;;Ns / Nr;Arnulfo Gasca Trujillo;Ns/Nr
LA MONTAÑITA;Femenino;35-44;Secundaria;Ns / Nr;Desempleo;Aprueba;Desaprueba;Aprueba;;Partido Liberal;César Augusto Torres Ríos;Luis Francisco Ruíz Aguilar
SAN VICENTE DEL CAGUAN;Masculino;25-34;Secundaria;Mal Camino;Corrupción;Aprueba;Ns/Nr;Ns/Nr;;Ns / Nr;Luis Antonio Ruiz Cicery;Diego Ramírez Osorio
LA MONTAÑITA;Masculino;25-34;Primaria;Mal Camino;Corrupción;Ns/Nr;Ns/Nr;Ns/Nr;;Centro Democrático;Ns/Nr;Ns/Nr
BELEN DE LOS ANDAQUIES;Femenino;45-54;Primaria;Buen Camino;Desempleo;Aprueba;Aprueba;Aprueba;;Partido Liberal;César Augusto Torres Ríos;Argenis Garavito Arévalo
BELEN DE LOS ANDAQUIES;Masculino;25-34;Secundaria;Mal Camino;Desempleo;Ns/Nr;Ns/Nr;Aprueba;;Ns / Nr;Luis Antonio Ruiz Cicery;Arnulfo Gasca Trujillo
LA MONTAÑITA;Masculino;45-54;Secundaria;Buen Camino;Corrupción;Aprueba;Desaprueba;Aprueba;;Centro Democrático;Arnulfo Gasca Trujillo;Ns/Nr
BELEN DE LOS ANDAQUIES;Femenino;Mayor de 55;Primaria;Mal Camino;Desempleo;Ns/Nr;Ns/Nr;Aprueba;;Ns / Nr;Luis Antonio Ruiz Cicery;Ns/Nr
BELEN DE LOS ANDAQUIES;Femenino;Mayor de 55;Primaria;Buen Camino;Desempleo;Ns/Nr;Ns/Nr;Ns/Nr;;Ns / Nr;Ns/Nr;Ns/Nr
LA MONTAÑITA;Femenino;45-54;Secundaria;Buen Camino;Desempleo;Ns/Nr;Aprueba;Desaprueba;;Ns / Nr;Luis Francisco Ruíz Aguilar;Oscar Raúl Rojas
LA MONTAÑITA;Femenino;25-34;Tecnología;Buen Camino;Inseguridad;Aprueba;Aprueba;Aprueba;;Partido Liberal;Oscar Raúl Rojas;Ns/Nr
SAN VICENTE DEL CAGUAN;Masculino;Mayor de 55;Primaria;Buen Camino;Deforestación;Aprueba;Aprueba;Ns/Nr;;Ns / Nr;James Urrego Carvajal;Arnulfo Gasca Trujillo
LA MONTAÑITA;Masculino;45-54;Primaria;Ns / Nr;Desempleo;Ns/Nr;Desaprueba;Ns/Nr;;Partido Liberal;César Augusto Torres Ríos;Luis Antonio Ruiz Cicery
LA MONTAÑITA;Masculino;45-54;Universidad;Buen Camino;Deforestación;Aprueba;Aprueba;Aprueba;;Partido Liberal;Arnulfo Gasca Trujillo;Luis Antonio Ruiz Cicery
