Municipio, ID, Usted_considera_que_Colombia_va_por_buen_camino_o_mal_camino, Usted_considera_que_el_departamento_de_Caqueta_va_por_buen_camino_o_mal_camino, De_los_siguientes_problemas_cual_cree_que_es_el_que_mas_afecta_a_su_municipio, Usted_aprueba_o_desaprueba_la_gestion_llevada_a_cabo_por_los_siguientes_personajes_publicos_Representante_Harry_Giovanny_Gonzalez_Garcia, Usted_aprueba_o_desaprueba_la_gestion_llevada_a_cabo_por_los_siguientes_personajes_publicos_Representante_Edwin_Alberto_Valdez_Rodriguez, Usted_aprueba_o_desaprueba_la_gestion_llevada_a_cabo_por_los_siguientes_personajes_publicos_Gobernador_alvaro_Pacheco_alvarez, Con_cual_de_los_siguientes_partidos_o_movimientos_politicos_se_siente_mas_afin, Si_las_elecciones_para_elegir_Gobernador_del_Caqueta_fueran_hoy_por_cual_de_los_siguientes_candidatos_usted_votaria, Usted_aprueba_o_desaprueba_la_gestion_llevada_a_cabo_por_el_Alcalde_de_Florencia_Andres_Mauricio_Perdomo_Lara, Estrato, Genero, Edad, ultimo_nivel_educativo, Estado_civil
SAN VICENTE DEL CAGUAN,1386,Ns / Nr,Mal Camino,Inseguridad,Ns/Nr,Ns/Nr,Ns/Nr,Partido Liberal,Ns/Nr,,1,Masculino,35-44,Primaria,Casado
SOLITA,1387,Buen Camino,Buen Camino,Desempleo,Aprueba,Aprueba,Aprueba,Partido Liberal,Luis Francisco Ruíz Aguilar,,2,Masculino,35-44,Secundaria,Unión libre
EL DONCELLO,1388,Buen Camino,Buen Camino,Inseguridad,Desaprueba,Ns/Nr,Desaprueba,Partido Liberal,César Augusto Torres Ríos,,1,Femenino,45-54,Tecnología,Unión libre
SAN VICENTE DEL CAGUAN,1389,Mal Camino,Mal Camino,Explotación petrolera,Aprueba,Aprueba,Ns/Nr,Mira,Ns/Nr,,3,Masculino,25-34,Secundaria,Unión libre
SAN VICENTE DEL CAGUAN,1390,Mal Camino,Mal Camino,Inseguridad,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,César Augusto Torres Ríos,,1,Femenino,18-24,Secundaria,Unión libre
SAN JOSE DEL FRAGUA,1391,Buen Camino,Mal Camino,Desempleo,Desaprueba,Desaprueba,Aprueba,Partido Conservador,Arnulfo Gasca Trujillo,,1,Masculino,25-34,Primaria,Soltero
SOLITA,1392,Buen Camino,Buen Camino,Corrupción,Aprueba,Aprueba,Aprueba,Ns / Nr,James Urrego Carvajal,,2,Femenino,25-34,Secundaria,Unión libre
SAN JOSE DEL FRAGUA,1393,Mal Camino,Buen Camino,Vivienda,Aprueba,Desaprueba,Aprueba,Mira,Arnulfo Gasca Trujillo,,2,Masculino,18-24,Primaria,Unión libre
SAN VICENTE DEL CAGUAN,1394,Mal Camino,Mal Camino,Desempleo,Desaprueba,Desaprueba,Desaprueba,Ns / Nr,Ns/Nr,,1,Masculino,45-54,Primaria,Casado
SAN VICENTE DEL CAGUAN,1395,Ns / Nr,Buen Camino,Desempleo,Ns/Nr,Ns/Nr,Aprueba,Ns / Nr,Ns/Nr,,2,Masculino,25-34,Secundaria,Unión libre
SOLITA,1396,Mal Camino,Mal Camino,Corrupción,Desaprueba,Desaprueba,Desaprueba,Ns / Nr,Oscar Raúl Rojas,,2,Masculino,35-44,Secundaria,Unión libre
EL DONCELLO,1397,Ns / Nr,Buen Camino,Inseguridad,Aprueba,Desaprueba,Aprueba,Partido Liberal,César Augusto Torres Ríos,,2,Femenino,25-34,Tecnología,Soltero
SAN JOSE DEL FRAGUA,1398,Mal Camino,Ns / Nr,Vivienda,Ns/Nr,Ns/Nr,Aprueba,Alianza Social Independiente - ASI,César Augusto Torres Ríos,,2,Masculino,25-34,Secundaria,Soltero
EL DONCELLO,1399,Mal Camino,Buen Camino,Inseguridad,Ns/Nr,Ns/Nr,Ns/Nr,Partido Liberal,César Augusto Torres Ríos,,2,Femenino,18-24,Secundaria,Unión libre
SAN JOSE DEL FRAGUA,1400,Ns / Nr,Mal Camino,Inseguridad,Ns/Nr,Ns/Nr,Aprueba,Partido Conservador,Ns/Nr,,1,Femenino,Mayor de 55,Primaria,Unión libre
SAN JOSE DEL FRAGUA,1401,Mal Camino,Mal Camino,Corrupción,Ns/Nr,Ns/Nr,Aprueba,Alianza Social Independiente - ASI,Luis Antonio Ruiz Cicery,,2,Femenino,45-54,Primaria,Casado
EL DONCELLO,1402,Buen Camino,Buen Camino,Desempleo,Aprueba,Aprueba,Aprueba,Partido Liberal,César Augusto Torres Ríos,,1,Masculino,35-44,Universidad,Unión libre
SAN VICENTE DEL CAGUAN,1403,Mal Camino,Mal Camino,Desempleo,Desaprueba,Desaprueba,Desaprueba,Ns / Nr,Ns/Nr,,2,Masculino,45-54,Primaria,Casado
SAN JOSE DEL FRAGUA,1404,Ns / Nr,Buen Camino,Inseguridad,Ns/Nr,Ns/Nr,Desaprueba,Ns / Nr,Ns/Nr,,1,Masculino,45-54,Secundaria,Casado
SAN VICENTE DEL CAGUAN,1405,Mal Camino,Buen Camino,Corrupción,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,,1,Masculino,35-44,Secundaria,Separado/Viudo
EL DONCELLO,1406,Mal Camino,Mal Camino,Desempleo,Desaprueba,Desaprueba,Desaprueba,Ns / Nr,Oscar Conde Ortiz,,1,Masculino,Mayor de 55,Secundaria,Soltero
SAN VICENTE DEL CAGUAN,1407,Ns / Nr,Ns / Nr,Inseguridad,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,,1,Masculino,35-44,Secundaria,Unión libre
EL DONCELLO,1408,Ns / Nr,Ns / Nr,Inseguridad,Aprueba,Aprueba,Aprueba,Partido Liberal,César Augusto Torres Ríos,,3,Femenino,35-44,Universidad,Casado
SAN JOSE DEL FRAGUA,1409,Buen Camino,Mal Camino,Educación,Desaprueba,Ns/Nr,Aprueba,Partido Liberal,César Augusto Torres Ríos,,1,Femenino,45-54,Secundaria,Unión libre
SAN JOSE DEL FRAGUA,1410,Buen Camino,Buen Camino,Desempleo,Aprueba,Ns/Nr,Aprueba,Partido Conservador,Ns/Nr,,1,Femenino,45-54,Primaria,Unión libre
SAN JOSE DEL FRAGUA,1411,Mal Camino,Mal Camino,Corrupción,Aprueba,Ns/Nr,Aprueba,Partido Liberal,César Augusto Torres Ríos,,1,Femenino,Mayor de 55,Primaria,Separado/Viudo
EL DONCELLO,1412,Ns / Nr,Ns / Nr,Vivienda,Ns/Nr,Ns/Nr,Ns/Nr,Alianza Verde,César Augusto Torres Ríos,,1,Masculino,Mayor de 55,Primaria,Casado
SAN VICENTE DEL CAGUAN,1413,Mal Camino,Buen Camino,Corrupción,Desaprueba,Desaprueba,Aprueba,Centro Democrático,Luis Francisco Ruíz Aguilar,,1,Masculino,45-54,Primaria,Casado
SAN VICENTE DEL CAGUAN,1414,Mal Camino,Mal Camino,Deforestación,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,,1,Femenino,25-34,Secundaria,Unión libre
SAN VICENTE DEL CAGUAN,1415,Mal Camino,Mal Camino,Desempleo,Desaprueba,Desaprueba,Desaprueba,Ns / Nr,Ns/Nr,,1,Masculino,18-24,Secundaria,Soltero
SAN VICENTE DEL CAGUAN,1416,Mal Camino,Mal Camino,Inseguridad,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,César Augusto Torres Ríos,,1,Femenino,18-24,Secundaria,Unión libre
SAN JOSE DEL FRAGUA,1417,Buen Camino,Buen Camino,Deforestación,Ns/Nr,Ns/Nr,Aprueba,Ns / Nr,Arnulfo Gasca Trujillo,,1,Masculino,Mayor de 55,Primaria,Casado
SAN VICENTE DEL CAGUAN,1418,Mal Camino,Mal Camino,Corrupción,Desaprueba,Aprueba,Desaprueba,Centro Democrático,Arnulfo Gasca Trujillo,,1,Femenino,35-44,Primaria,Unión libre
SAN VICENTE DEL CAGUAN,1419,Buen Camino,Buen Camino,Desempleo,Aprueba,Aprueba,Aprueba,Centro Democrático,César Augusto Torres Ríos,,1,Masculino,45-54,Primaria,Casado
SAN JOSE DEL FRAGUA,1420,Ns / Nr,Mal Camino,Inseguridad,Aprueba,Ns/Nr,Aprueba,Partido Liberal,Ns/Nr,,1,Masculino,35-44,Primaria,Casado
SAN VICENTE DEL CAGUAN,1421,Mal Camino,Mal Camino,Deforestación,Ns/Nr,Ns/Nr,Desaprueba,Cambio Radical,Arnulfo Gasca Trujillo,,1,Femenino,45-54,Secundaria,Separado/Viudo
SAN VICENTE DEL CAGUAN,1422,Ns / Nr,Ns / Nr,Inseguridad,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,,1,Masculino,25-34,Secundaria,Unión libre
SAN VICENTE DEL CAGUAN,1423,Mal Camino,Mal Camino,Corrupción,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,,2,Femenino,35-44,Secundaria,Unión libre
SAN VICENTE DEL CAGUAN,1424,Mal Camino,Buen Camino,Explotación petrolera,Aprueba,Aprueba,Aprueba,Partido Liberal,César Augusto Torres Ríos,,1,Masculino,35-44,Secundaria,Unión libre
SAN VICENTE DEL CAGUAN,1425,Buen Camino,Buen Camino,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Mira,Ns/Nr,,1,Femenino,25-34,Secundaria,Unión libre
SAN VICENTE DEL CAGUAN,1426,Mal Camino,Mal Camino,Inseguridad,Ns/Nr,Ns/Nr,Ns/Nr,Centro Democrático,Ns/Nr,,2,Masculino,25-34,Secundaria,Soltero
SAN VICENTE DEL CAGUAN,1427,Buen Camino,Buen Camino,Deforestación,Ns/Nr,Ns/Nr,Aprueba,Ns / Nr,Ns/Nr,,1,Femenino,18-24,Secundaria,Soltero
SAN VICENTE DEL CAGUAN,1428,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Ns/Nr,Desaprueba,Ns / Nr,Ns/Nr,,2,Masculino,35-44,Tecnología,Soltero
SAN VICENTE DEL CAGUAN,1429,Buen Camino,Buen Camino,Inseguridad,Ns/Nr,Ns/Nr,Aprueba,Ns / Nr,Ns/Nr,,1,Masculino,18-24,Secundaria,Soltero
SAN VICENTE DEL CAGUAN,1430,Mal Camino,Mal Camino,Deforestación,Ns/Nr,Ns/Nr,Desaprueba,Ns / Nr,Ns/Nr,,1,Masculino,18-24,Secundaria,Unión libre
SAN VICENTE DEL CAGUAN,1431,Buen Camino,Buen Camino,Minería Ilegal,Aprueba,Ns/Nr,Aprueba,Ns / Nr,César Augusto Torres Ríos,,1,Femenino,18-24,Tecnología,Soltero
SAN VICENTE DEL CAGUAN,1432,Buen Camino,Buen Camino,Desempleo,Ns/Nr,Ns/Nr,Aprueba,Mira,Ns/Nr,,1,Femenino,18-24,Primaria,Unión libre
SAN VICENTE DEL CAGUAN,1433,Buen Camino,Buen Camino,Mototaxismo,Aprueba,Aprueba,Aprueba,Partido Conservador,Arnulfo Gasca Trujillo,,1,Femenino,Mayor de 55,Primaria,Casado
SAN VICENTE DEL CAGUAN,1434,Mal Camino,Mal Camino,Inseguridad,Aprueba,Aprueba,Aprueba,Ns / Nr,Luz Mila Cicery Ortiz,,1,Masculino,Mayor de 55,Secundaria,Casado
SAN VICENTE DEL CAGUAN,1435,Mal Camino,Buen Camino,Desempleo,Aprueba,Desaprueba,Aprueba,Alianza Social Independiente - ASI,Luis Antonio Ruiz Cicery,,1,Masculino,35-44,Secundaria,Unión libre
BELEN DE LOS ANDAQUIES,1436,Mal Camino,Buen Camino,Salud,Ns/Nr,Ns/Nr,Aprueba,Ns / Nr,Arnulfo Gasca Trujillo,,1,Femenino,25-34,Secundaria,Unión libre
LA MONTAÑITA,1437,Ns / Nr,Ns / Nr,Inseguridad,Aprueba,Desaprueba,Aprueba,Partido Liberal,César Augusto Torres Ríos,,1,Femenino,35-44,Secundaria,Casado
SAN VICENTE DEL CAGUAN,1438,Buen Camino,Mal Camino,Malla vial,Aprueba,Ns/Nr,Ns/Nr,Ns / Nr,Luis Antonio Ruiz Cicery,,1,Masculino,25-34,Secundaria,Unión libre
LA MONTAÑITA,1439,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Centro Democrático,Ns/Nr,,2,Masculino,25-34,Primaria,Separado/Viudo
BELEN DE LOS ANDAQUIES,1440,Buen Camino,Buen Camino,Vivienda,Aprueba,Aprueba,Aprueba,Partido Liberal,César Augusto Torres Ríos,,1,Femenino,45-54,Primaria,Unión libre
BELEN DE LOS ANDAQUIES,1441,Mal Camino,Mal Camino,Educación,Ns/Nr,Ns/Nr,Aprueba,Ns / Nr,Luis Antonio Ruiz Cicery,,1,Masculino,25-34,Secundaria,Unión libre
LA MONTAÑITA,1442,Buen Camino,Buen Camino,Corrupción,Aprueba,Desaprueba,Aprueba,Centro Democrático,Arnulfo Gasca Trujillo,,1,Masculino,45-54,Secundaria,Unión libre
BELEN DE LOS ANDAQUIES,1443,Buen Camino,Mal Camino,Desempleo,Ns/Nr,Ns/Nr,Aprueba,Ns / Nr,Luis Antonio Ruiz Cicery,,1,Femenino,Mayor de 55,Primaria,Casado
BELEN DE LOS ANDAQUIES,1444,Ns / Nr,Buen Camino,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,,1,Femenino,Mayor de 55,Primaria,Casado
LA MONTAÑITA,1445,Buen Camino,Buen Camino,Desempleo,Ns/Nr,Aprueba,Desaprueba,Ns / Nr,Luis Francisco Ruíz Aguilar,,1,Femenino,45-54,Secundaria,Soltero
LA MONTAÑITA,1446,Buen Camino,Buen Camino,Desempleo,Aprueba,Aprueba,Aprueba,Partido Liberal,Oscar Raúl Rojas,,1,Femenino,25-34,Tecnología,Unión libre
SAN VICENTE DEL CAGUAN,1447,Mal Camino,Buen Camino,Educación,Aprueba,Aprueba,Ns/Nr,Ns / Nr,James Urrego Carvajal,,1,Masculino,Mayor de 55,Primaria,Separado/Viudo
LA MONTAÑITA,1448,Ns / Nr,Ns / Nr,Corrupción,Ns/Nr,Desaprueba,Ns/Nr,Partido Liberal,César Augusto Torres Ríos,,3,Masculino,45-54,Primaria,Unión libre
LA MONTAÑITA,1449,Buen Camino,Buen Camino,Desempleo,Aprueba,Aprueba,Aprueba,Partido Liberal,Arnulfo Gasca Trujillo,,1,Masculino,45-54,Universidad,Casado
LA MONTAÑITA,1450,Mal Camino,Buen Camino,Desempleo,Aprueba,Aprueba,Aprueba,Partido Conservador,Arnulfo Gasca Trujillo,,2,Masculino,45-54,Secundaria,Separado/Viudo
BELEN DE LOS ANDAQUIES,1451,Mal Camino,Ns / Nr,Vivienda,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Luis Antonio Ruiz Cicery,,1,Femenino,45-54,Primaria,Casado
LA MONTAÑITA,1452,Buen Camino,Ns / Nr,Inseguridad,Ns/Nr,Ns/Nr,Ns/Nr,Centro Democrático,Ns/Nr,,3,Femenino,35-44,Tecnología,Unión libre
BELEN DE LOS ANDAQUIES,1453,Buen Camino,Buen Camino,Desempleo,Aprueba,Desaprueba,Desaprueba,Partido Liberal,César Augusto Torres Ríos,,1,Femenino,25-34,Primaria,Casado
BELEN DE LOS ANDAQUIES,1454,Buen Camino,Buen Camino,Vivienda,Aprueba,Desaprueba,Aprueba,Partido Liberal,Arnulfo Gasca Trujillo,,1,Femenino,45-54,Tecnología,Casado
LA MONTAÑITA,1455,Buen Camino,Buen Camino,Vivienda,Aprueba,Ns/Nr,Desaprueba,Partido Conservador,Oscar Conde Ortiz,,2,Femenino,Mayor de 55,Primaria,Separado/Viudo
BELEN DE LOS ANDAQUIES,1456,Mal Camino,Mal Camino,Desempleo,Aprueba,Desaprueba,Desaprueba,Partido Liberal,César Augusto Torres Ríos,,1,Femenino,18-24,Primaria,Casado
LA MONTAÑITA,1457,Ns / Nr,Ns / Nr,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,,1,Femenino,25-34,Primaria,Unión libre
EL PAUJIL,1458,Buen Camino,Buen Camino,Malla vial,Aprueba,Ns/Nr,Desaprueba,Mira,Luis Francisco Ruíz Aguilar,,2,Femenino,25-34,Secundaria,Casado
EL PAUJIL,1459,Mal Camino,Mal Camino,Corrupción,Ns/Nr,Desaprueba,Ns/Nr,Ns / Nr,Ns/Nr,,2,Masculino,35-44,Secundaria,Soltero
LA MONTAÑITA,1460,Buen Camino,Buen Camino,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Alianza Verde,Ns/Nr,,3,Masculino,35-44,Primaria,Unión libre
EL PAUJIL,1461,Mal Camino,Mal Camino,Corrupción,Desaprueba,Ns/Nr,Desaprueba,Ns / Nr,Ns/Nr,,3,Masculino,35-44,Tecnología,Soltero
BELEN DE LOS ANDAQUIES,1462,Mal Camino,Buen Camino,Vivienda,Aprueba,Aprueba,Aprueba,Cambio Radical,Luis Francisco Ruíz Aguilar,,2,Femenino,18-24,Primaria,Casado
SAN VICENTE DEL CAGUAN,1463,Mal Camino,Mal Camino,Inseguridad,Aprueba,Aprueba,Aprueba,Ns / Nr,Luz Mila Cicery Ortiz,,1,Masculino,Mayor de 55,Secundaria,Casado
SAN VICENTE DEL CAGUAN,1464,Mal Camino,Mal Camino,Inseguridad,Aprueba,Aprueba,Aprueba,Ns / Nr,Luz Mila Cicery Ortiz,,1,Masculino,Mayor de 55,Secundaria,Casado
EL PAUJIL,1465,Mal Camino,Buen Camino,Vivienda,Aprueba,Ns/Nr,Aprueba,Partido Liberal,César Augusto Torres Ríos,,2,Masculino,Mayor de 55,Secundaria,Casado
BELEN DE LOS ANDAQUIES,1466,Buen Camino,Buen Camino,Desempleo,Aprueba,Aprueba,Desaprueba,Partido Liberal,César Augusto Torres Ríos,,1,Femenino,18-24,Primaria,Soltero
SAN VICENTE DEL CAGUAN,1467,Ns / Nr,Buen Camino,Explotación petrolera,Desaprueba,Ns/Nr,Ns/Nr,Partido Liberal,Luis Antonio Ruiz Cicery,,1,Femenino,18-24,Tecnología,Soltero
LA MONTAÑITA,1468,Ns / Nr,Ns / Nr,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Alianza Verde,Ns/Nr,,1,Femenino,35-44,Primaria,Unión libre
BELEN DE LOS ANDAQUIES,1469,Mal Camino,Buen Camino,Desempleo,Ns/Nr,Ns/Nr,Aprueba,Partido Liberal,Luis Antonio Ruiz Cicery,,1,Masculino,Mayor de 55,Primaria,Separado/Viudo
BELEN DE LOS ANDAQUIES,1470,Mal Camino,Mal Camino,Explotación petrolera,Desaprueba,Desaprueba,Aprueba,Alianza Verde,Diego Ramírez Osorio,,1,Femenino,35-44,Secundaria,Separado/Viudo
BELEN DE LOS ANDAQUIES,1471,Mal Camino,Mal Camino,Vivienda,Ns/Nr,Ns/Nr,Aprueba,Ns / Nr,Ns/Nr,,1,Masculino,Mayor de 55,Secundaria,Unión libre
EL PAUJIL,1472,Buen Camino,Buen Camino,Malla vial,Ns/Nr,Ns/Nr,Aprueba,Cambio Radical,Luis Francisco Ruíz Aguilar,,2,Femenino,25-34,Secundaria,Casado
LA MONTAÑITA,1473,Buen Camino,Buen Camino,Desempleo,Aprueba,Aprueba,Aprueba,Partido Conservador,Arnulfo Gasca Trujillo,,3,Masculino,45-54,Tecnología,Separado/Viudo
LA MONTAÑITA,1474,Mal Camino,Mal Camino,Desempleo,Desaprueba,Desaprueba,Desaprueba,Ns / Nr,Luis Francisco Ruíz Aguilar,,1,Femenino,35-44,Ns / Nr,Soltero
EL PAUJIL,1475,Mal Camino,Buen Camino,Educación,Desaprueba,Aprueba,Aprueba,Partido Liberal,James Urrego Carvajal,,2,Femenino,35-44,Tecnología,Casado
EL PAUJIL,1476,Buen Camino,Buen Camino,Corrupción,Desaprueba,Ns/Nr,Aprueba,Ns / Nr,Oscar Conde Ortiz,,2,Femenino,25-34,Secundaria,Soltero
BELEN DE LOS ANDAQUIES,1477,Buen Camino,Mal Camino,Desempleo,Aprueba,Desaprueba,Desaprueba,Partido Liberal,César Augusto Torres Ríos,,1,Masculino,45-54,Secundaria,Unión libre
LA MONTAÑITA,1478,Mal Camino,Mal Camino,Desempleo,Aprueba,Ns/Nr,Ns/Nr,Ns / Nr,César Augusto Torres Ríos,,1,Masculino,45-54,Primaria,Casado
BELEN DE LOS ANDAQUIES,1479,Buen Camino,Buen Camino,Inseguridad,Ns/Nr,Ns/Nr,Ns/Nr,Partido Liberal,Luis Francisco Ruíz Aguilar,,2,Femenino,Mayor de 55,Ns / Nr,Separado/Viudo
LA MONTAÑITA,1480,Mal Camino,Buen Camino,Inseguridad,Ns/Nr,Desaprueba,Ns/Nr,Ns / Nr,Ns/Nr,,2,Femenino,25-34,Tecnología,Casado
BELEN DE LOS ANDAQUIES,1481,Mal Camino,Mal Camino,Deforestación,Aprueba,Ns/Nr,Desaprueba,Ns / Nr,Luis Antonio Ruiz Cicery,,1,Femenino,45-54,Secundaria,Casado
BELEN DE LOS ANDAQUIES,1482,Buen Camino,Buen Camino,Vivienda,Desaprueba,Aprueba,Aprueba,Partido Liberal,Luis Francisco Ruíz Aguilar,,1,Femenino,35-44,Tecnología,Soltero
LA MONTAÑITA,1483,Buen Camino,Buen Camino,Desempleo,Aprueba,Ns/Nr,Aprueba,Partido Conservador,Arnulfo Gasca Trujillo,,3,Masculino,45-54,Tecnología,Casado
EL PAUJIL,1484,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Ns/Nr,Aprueba,Centro Democrático,Luis Antonio Ruiz Cicery,,1,Femenino,35-44,Secundaria,Unión libre
LA MONTAÑITA,1485,Ns / Nr,Buen Camino,Corrupción,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Arnulfo Gasca Trujillo,,3,Femenino,25-34,Secundaria,Unión libre
EL PAUJIL,1486,Buen Camino,Buen Camino,Deforestación,Desaprueba,Desaprueba,Aprueba,Partido Liberal,Ns/Nr,,2,Femenino,45-54,Secundaria,Unión libre
BELEN DE LOS ANDAQUIES,1487,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Ns/Nr,Aprueba,Alianza Verde,Luis Antonio Ruiz Cicery,,2,Femenino,35-44,Primaria,Unión libre
BELEN DE LOS ANDAQUIES,1488,Buen Camino,Buen Camino,Inseguridad,Ns/Nr,Ns/Nr,Desaprueba,Mira,Diego Ramírez Osorio,,1,Femenino,Mayor de 55,Universidad,Soltero
LA MONTAÑITA,1489,Buen Camino,Buen Camino,Desempleo,Aprueba,Aprueba,Aprueba,Partido Conservador,César Augusto Torres Ríos,,3,Femenino,Mayor de 55,Tecnología,Casado
LA MONTAÑITA,1490,Buen Camino,Buen Camino,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Partido Liberal,Arnulfo Gasca Trujillo,,1,Femenino,35-44,Secundaria,Unión libre
LA MONTAÑITA,1491,Mal Camino,Ns / Nr,Mototaxismo,Ns/Nr,Ns/Nr,Ns/Nr,Partido Conservador,Ns/Nr,,2,Femenino,25-34,Universidad,Soltero
EL PAUJIL,1492,Buen Camino,Buen Camino,Explotación petrolera,Aprueba,Aprueba,Aprueba,Partido Liberal,Luis Francisco Ruíz Aguilar,,2,Masculino,35-44,Primaria,Casado
EL PAUJIL,1493,Mal Camino,Ns / Nr,Desempleo,Desaprueba,Ns/Nr,Desaprueba,Partido Liberal,Luis Antonio Ruiz Cicery,,2,Femenino,Mayor de 55,Secundaria,Separado/Viudo
BELEN DE LOS ANDAQUIES,1494,Mal Camino,Buen Camino,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Luis Antonio Ruiz Cicery,,1,Femenino,25-34,Secundaria,Casado
LA MONTAÑITA,1495,Mal Camino,Ns / Nr,Desempleo,Aprueba,Aprueba,Aprueba,Partido Liberal,César Augusto Torres Ríos,,1,Femenino,45-54,Secundaria,Casado
EL PAUJIL,1496,Buen Camino,Ns / Nr,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,,2,Femenino,35-44,Primaria,Soltero
LA MONTAÑITA,1497,Mal Camino,Buen Camino,Inseguridad,Desaprueba,Ns/Nr,Ns/Nr,Partido Liberal,César Augusto Torres Ríos,,2,Femenino,45-54,Tecnología,Casado
EL PAUJIL,1498,Mal Camino,Mal Camino,Inseguridad,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,,3,Femenino,Mayor de 55,Primaria,Separado/Viudo
LA MONTAÑITA,1499,Buen Camino,Buen Camino,Corrupción,Aprueba,Ns/Nr,Aprueba,Polo Democrático Alternativo,César Augusto Torres Ríos,,3,Masculino,45-54,Universidad,Casado
BELEN DE LOS ANDAQUIES,1500,Buen Camino,Mal Camino,Educación,Ns/Nr,Aprueba,Ns/Nr,Partido Liberal,Luis Francisco Ruíz Aguilar,,1,Femenino,Mayor de 55,Ns / Nr,Separado/Viudo
EL PAUJIL,1501,Buen Camino,Mal Camino,Malla vial,Aprueba,Ns/Nr,Desaprueba,Partido Conservador,Arnulfo Gasca Trujillo,,2,Masculino,45-54,Primaria,Casado
LA MONTAÑITA,1502,Ns / Nr,Ns / Nr,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,,1,Femenino,35-44,Tecnología,Unión libre
LA MONTAÑITA,1503,Buen Camino,Buen Camino,Desempleo,Aprueba,Aprueba,Aprueba,Alianza Verde,Luis Antonio Ruiz Cicery,,3,Masculino,Mayor de 55,Secundaria,Separado/Viudo
BELEN DE LOS ANDAQUIES,1504,Mal Camino,Mal Camino,Vivienda,Aprueba,Ns/Nr,Desaprueba,Ns / Nr,Luis Antonio Ruiz Cicery,,1,Masculino,45-54,Primaria,Casado
BELEN DE LOS ANDAQUIES,1505,Buen Camino,Buen Camino,Vivienda,Aprueba,Aprueba,Aprueba,Cambio Radical,Arnulfo Gasca Trujillo,,1,Femenino,Mayor de 55,Posgrado,Separado/Viudo
EL PAUJIL,1506,Buen Camino,Buen Camino,Educación,Desaprueba,Aprueba,Aprueba,Partido Liberal,Luz Mila Cicery Ortiz,,2,Femenino,18-24,Primaria,Casado
LA MONTAÑITA,1507,Buen Camino,Mal Camino,Corrupción,Aprueba,Aprueba,Aprueba,Partido Conservador,Arnulfo Gasca Trujillo,,3,Femenino,18-24,Tecnología,Unión libre
LA MONTAÑITA,1508,Buen Camino,Ns / Nr,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Partido Liberal,Arnulfo Gasca Trujillo,,1,Masculino,Mayor de 55,Primaria,Separado/Viudo
EL PAUJIL,1509,Mal Camino,Mal Camino,Deforestación,Ns/Nr,Ns/Nr,Aprueba,Centro Democrático,Luz Mila Cicery Ortiz,,3,Femenino,Mayor de 55,Secundaria,Soltero
BELEN DE LOS ANDAQUIES,1510,Mal Camino,Mal Camino,Malla vial,Desaprueba,Desaprueba,Aprueba,Partido Liberal,Diego Ramírez Osorio,,1,Femenino,Mayor de 55,Primaria,Soltero
BELEN DE LOS ANDAQUIES,1511,Mal Camino,Buen Camino,Desempleo,Ns/Nr,Ns/Nr,Aprueba,Cambio Radical,Ns/Nr,,2,Femenino,35-44,Secundaria,Casado
EL PAUJIL,1512,Mal Camino,Mal Camino,Corrupción,Desaprueba,Ns/Nr,Desaprueba,Ns / Nr,Ns/Nr,,2,Femenino,Mayor de 55,Primaria,Unión libre
LA MONTAÑITA,1513,Mal Camino,Buen Camino,Desempleo,Ns/Nr,Ns/Nr,Aprueba,Alianza Verde,Luis Antonio Ruiz Cicery,,3,Femenino,45-54,Secundaria,Unión libre
LA MONTAÑITA,1514,Buen Camino,Mal Camino,Malla vial,Ns/Nr,Ns/Nr,Ns/Nr,Partido Conservador,Ns/Nr,,1,Masculino,45-54,Primaria,Separado/Viudo
